class,cbo,wmc,lcom
com.iluwatar.factorykit.app.AppTest,2,1,0
com.iluwatar.dao.DbCustomerDaoTest$ConnectivityIssue,6,7,21
com.iluwatar.unitofwork.Weapon,2,0,0
com.iluwatar.factory.App,3,1,0
com.iluwatar.front.controller.utils.InMemoryAppender,3,4,0
com.iluwatar.specialcase.ReceiptDto,5,1,0
com.iluwatar.mediator.PartyMemberBase,4,5,4
com.iluwatar.acyclicvisitor.Hayes,4,3,1
com.iluwatar.lockableobject.App,8,6,1
com.iluwatar.event.asynchronous.App,3,26,26
com.iluwatar.featuretoggle.pattern.Service,1,2,1
com.iluwatar.commander.queue.Queue,4,8,0
concreteextensions.CommanderTest,6,1,0
com.iluwatar.pageobject.pages.AlbumListPage,6,8,0
com.iluwatar.dao.DbCustomerDaoTest$ConnectionSuccess$NonExistingCustomer,5,5,6
com.iluwatar.twin.AppTest,2,1,0
com.iluwatar.front.controller.Command,0,1,0
com.iluwatar.facade.AppTest,2,1,0
com.iluwatar.converter.App,5,1,0
com.iluwatar.ambassador.util.RandomProvider,0,1,0
com.iluwatar.composite.Messenger,3,2,1
com.iluwatar.event.sourcing.event.AccountCreateEvent,6,3,0
com.iluwatar.facade.DwarvenCartOperator,3,2,1
com.iluwatar.model.view.intent.actions.SubtractionCalculatorAction,1,1,0
com.iluwatar.servicelocator.App,2,1,0
com.iluwatar.singleton.ThreadSafeDoubleCheckLocking,1,5,0
com.iluwatar.servicelayer.spellbook.SpellbookDao,2,1,0
com.iluwatar.chain.OrcSoldier,4,5,6
com.iluwatar.context.object.App,6,2,1
com.iluwatar.memento.App,3,2,0
com.iluwatar.doubledispatch.FlamingAsteroidTest,7,6,15
com.iluwatar.builder.App,2,1,0
com.iluwatar.component.component.inputcomponent.PlayerInputComponent,3,3,0
com.iluwatar.servicelocator.Service,0,3,3
com.iluwatar.metamapping.App,4,3,1
com.iluwatar.page.controller.UserControllerTest,8,1,0
com.iluwatar.dao.InMemoryCustomerDao,3,8,0
com.iluwatar.gameloop.FixedStepGameLoop,3,4,0
com.iluwatar.prototype.AppTest,2,1,0
com.iluwatar.resource.acquisition.is.initialization.TreasureChest,1,2,1
com.iluwatar.leaderfollowers.WorkCenterTest,4,3,3
com.iluwatar.leaderelection.bully.BullyMessageManagerTest,6,8,10
com.iluwatar.circuitbreaker.DelayedRemoteServiceTest,4,2,1
com.iluwatar.virtual.proxy.VideoObjectProxy,3,2,0
com.iluwatar.pipeline.AppTest,2,1,0
com.iluwatar.reactor.framework.NioReactor,5,23,30
com.iluwatar.client.session.Server,5,2,1
com.iluwatar.bytecode.Wizard,4,2,1
com.iluwatar.tablemodule.AppTest,2,1,0
com.iluwatar.value.object.HeroStat,2,0,0
com.iluwatar.strangler.NewSourceTest,2,3,0
com.iluwatar.front.controller.Dispatcher,4,5,3
com.iluwatar.client.session.Session,2,0,0
com.iluwatar.component.App,2,1,0
com.iluwatar.event.sourcing.processor.JsonFileJournal,3,9,1
com.iluwatar.repository.PersonRepository,4,2,1
com.iluwatar.builder.HairColor,0,1,0
com.iluwatar.dao.CustomerSchemaSql,0,1,0
com.iluwatar.domainmodel.CustomerDaoImplTest,9,7,0
com.iluwatar.lazy.loading.HolderNaiveTest,3,2,0
com.iluwatar.ambassador.RemoteServiceTest,4,2,1
com.iluwatar.api.gateway.DesktopProduct,2,0,0
com.iluwatar.datatransfer.product.ProductDto$Id,0,1,0
com.iluwatar.corruption.system.DataStore,1,3,0
com.iluwatar.domainmodel.CustomerTest,6,4,0
com.iluwatar.singleton.BillPughImplementation,1,2,1
com.iluwatar.proxy.WizardTowerProxy,3,3,0
com.iluwatar.hexagonal.module.LotteryModule,7,1,0
com.iluwatar.inventory.microservice.InventoryControllerTest,2,1,0
com.iluwatar.dynamicproxy.Album,4,0,0
com.iluwatar.async.method.invocation.App,7,4,4
com.iluwatar.updatemethod.AppTest,2,1,0
crtp.App,4,1,0
units.SergeantUnitTest,2,1,0
com.iluwatar.event.aggregator.EventObserver,1,1,0
com.iluwatar.observer.generic.Observable,5,5,0
com.iluwatar.hexagonal.database.LotteryTicketRepository,2,4,6
com.iluwatar.leaderelection.ring.RingInstance,4,11,15
com.iluwatar.throttling.BartenderTest,5,1,0
com.iluwatar.hexagonal.eventlog.LotteryEventLog,1,5,10
com.iluwatar.event.asynchronous.AppTest,2,1,0
com.iluwatar.function.composition.FunctionComposerTest,2,5,10
com.iluwatar.memento.Star,3,10,0
com.iluwatar.stepbuilder.CharacterStepBuilder,7,2,1
com.iluwatar.page.controller.UserModel,2,0,0
dao.CakeDao,2,0,0
com.iluwatar.databus.DataBus,3,4,0
com.iluwatar.sessionserver.LoginHandler,4,4,0
com.iluwatar.ambassador.ServiceAmbassadorTest,2,3,0
com.iluwatar.throttling.timer.ThrottleTimerImpl$Anonymous1,1,1,0
com.iluwatar.flux.store.MenuStore,5,2,0
com.iluwatar.masterworker.ArrayResult,2,1,0
com.iluwatar.strangler.OldSourceTest,2,2,0
com.iluwatar.factory.CoinFactoryTest,4,1,0
com.iluwatar.presentationmodel.DisplayedAlbumsTest,2,2,1
com.iluwatar.business.delegate.BusinessDelegate,3,1,0
com.iluwatar.property.Character$Type,0,0,0
com.iluwatar.producer.consumer.AppTest,2,1,0
com.iluwatar.chain.OrcCommander,4,5,6
com.iluwatar.leaderelection.bully.BullyMessageManager,4,9,15
com.iluwatar.retry.DatabaseNotAvailableException,1,1,0
com.iluwatar.prototype.HeroFactory,3,3,3
com.iluwatar.factorykit.Sword,1,1,0
com.iluwatar.specification.creature.Octopus,2,2,1
com.iluwatar.hexagonal.service.ConsoleLottery,7,9,3
com.iluwatar.virtual.proxy.AppTest,2,1,0
com.iluwatar.flux.view.View,1,2,1
com.iluwatar.producer.consumer.ProducerTest,5,1,0
com.iluwatar.event.aggregator.KingsHand,4,4,6
com.iluwatar.order.microservice.MainTest,2,1,0
com.iluwatar.servant.AppTest,2,1,0
com.iluwatar.collectingparameter.App,3,14,0
com.iluwatar.command.Wizard,1,6,0
com.iluwatar.layers.app.LayersAppTests,5,2,0
com.iluwatar.api.gateway.PriceClientImpl,4,8,3
com.iluwatar.data.locality.game.component.manager.RenderComponentManager,3,5,0
com.iluwatar.delegation.simple.Printer,0,1,0
com.iluwatar.observer.WeatherObserver,1,1,0
com.iluwatar.roleobject.CustomerCore,4,6,0
com.iluwatar.dependency.injection.OldTobyTobacco,1,0,0
com.iluwatar.product.microservice.microservice.Main,2,1,0
com.iluwatar.idempotentconsumer.RequestStateMachine,4,6,0
com.iluwatar.sharding.AppTest,2,1,0
com.iluwatar.leaderfollowers.WorkCenter,5,7,0
com.iluwatar.gameloop.VariableStepGameLoopTest,5,3,0
com.iluwatar.unitofwork.App,3,1,0
com.iluwatar.command.AppTest,2,1,0
com.iluwatar.collectionpipeline.ImperativeProgramming$Anonymous1,1,1,0
com.iluwatar.component.GameObjectTest,4,4,0
com.iluwatar.collectionpipeline.ImperativeProgramming$Anonymous2,1,1,0
com.iluwatar.logaggregation.LogAggregatorTest,10,6,3
com.iluwatar.pipeline.RemoveAlphabetsHandler,3,1,0
com.iluwatar.objectmother.King,3,7,7
com.iluwatar.activeobject.AppTest,2,1,0
com.iluwatar.stepbuilder.Character,2,6,0
com.iluwatar.caching.database.MongoDb,10,9,0
com.iluwatar.flyweight.StrengthPotion,2,1,0
com.iluwatar.sharding.LookupShardManager,5,3,0
dto.CakeToppingInfo,0,3,0
com.iluwatar.api.gateway.PriceClient,0,1,0
com.iluwatar.abstractfactory.Kingdom$FactoryMaker,2,1,0
com.iluwatar.servicelocator.ServiceImpl,3,4,2
ThiefTest,3,1,0
com.iluwatar.event.asynchronous.AsyncEvent,6,11,7
com.iluwatar.service.CardUpdateService,5,2,0
com.iluwatar.dirtyflag.World,1,3,0
com.iluwatar.retry.FindCustomerTest,5,5,3
com.iluwatar.flux.action.Action,3,0,0
com.iluwatar.front.controller.DispatcherTest,6,7,1
com.iluwatar.lazy.loading.AbstractHolderTest,2,3,3
com.iluwatar.logaggregation.App,3,1,0
com.iluwatar.sessionserver.App,5,6,0
com.iluwatar.dependency.injection.App,6,1,0
com.iluwatar.saga.orchestration.OrchestrationChapter,2,3,3
com.iluwatar.specification.property.Color,0,2,0
com.iluwatar.stepbuilder.CharacterStepBuilder$SpellStep,2,2,1
com.iluwatar.dao.InMemoryCustomerDaoTest$NonExistingCustomer,5,5,6
com.iluwatar.commander.messagingservice.MessagingService,8,10,10
com.iluwatar.front.controller.App,1,1,0
com.iluwatar.servicelayer.wizard.WizardDaoImpl,8,3,0
com.iluwatar.callback.CallbackTest,4,1,0
com.iluwatar.model.view.controller.AppTest,2,1,0
com.iluwatar.entity.PassengerVehicle,4,1,0
com.iluwatar.prototype.ElfWarlord,4,2,0
com.iluwatar.visitor.SergeantTest,3,2,1
com.iluwatar.servant.Royalty,0,5,10
com.iluwatar.circuitbreaker.DefaultCircuitBreaker,5,13,0
com.iluwatar.commander.User,1,0,0
com.iluwatar.tolerantreader.AppTest,4,2,1
com.iluwatar.combinator.FindersTest,4,5,10
crtp.MmaHeavyweightFighter,2,1,0
com.iluwatar.page.controller.SignupView,3,2,1
com.iluwatar.sharding.ShardManager,3,8,3
com.iluwatar.twin.BallThreadTest,6,3,3
com.iluwatar.visitor.SergeantVisitor,5,3,3
com.iluwatar.entity.TransportVehicle,4,1,0
com.iluwatar.doublebuffer.SceneTest,4,4,1
com.iluwatar.datatransfer.product.Product,4,1,0
com.iluwatar.specialcase.DomainServicesImpl,12,5,1
com.iluwatar.intercepting.filter.FilterManager,3,3,0
com.iluwatar.retry.CustomerNotFoundException,1,1,0
com.iluwatar.component.component.physiccomponent.ObjectPhysicComponent,3,1,0
com.iluwatar.filterer.App,11,5,3
com.iluwatar.caching.database.MongoDbTest,9,6,0
com.iluwatar.subclasssandbox.SkyLaunchTest,4,6,15
com.iluwatar.doublebuffer.FrameBufferTest,3,7,6
com.iluwatar.saga.orchestration.FlyBookingService,1,1,0
com.iluwatar.facade.DwarvenMineWorker,3,13,28
com.iluwatar.abstractfactory.OrcKing,1,1,0
com.iluwatar.separatedinterface.taxes.DomesticTaxCalculator,1,1,0
CustomHealthIndicatorTest,9,5,0
com.iluwatar.presentationmodel.ViewTest,2,4,4
com.iluwatar.roleobject.CustomerRole,1,0,0
com.iluwatar.compositeentity.MessageDependentObject,1,0,0
com.iluwatar.saga.choreography.Saga$Chapter,3,3,0
com.iluwatar.data.locality.game.component.RenderComponent,2,2,1
com.iluwatar.product.microservice.microservice.ProductController,5,1,0
com.iluwatar.mediator.PartyMemberTest,11,8,0
com.iluwatar.page.controller.AppTest,2,1,0
com.iluwatar.chain.AppTest,2,1,0
com.iluwatar.idempotentconsumer.InvalidNextStateException,0,1,0
com.iluwatar.databus.App,6,1,0
com.iluwatar.dependency.injection.Tobacco,2,1,0
com.iluwatar.presentationmodel.DisplayedAlbums,3,3,0
com.iluwatar.dependency.injection.GuiceWizardTest,10,4,0
com.iluwatar.decorator.SimpleTroll,2,3,3
com.iluwatar.flux.app.App,5,1,0
com.iluwatar.doublechecked.locking.AppTest,2,1,0
com.iluwatar.intercepting.filter.Target,2,3,0
com.iluwatar.model.view.viewmodel.Book,2,0,0
com.iluwatar.sharding.RangeShardManagerTest,6,2,0
com.iluwatar.templatemethod.StealingMethod,2,4,6
com.iluwatar.multiton.NazgulEnum,0,0,0
com.iluwatar.templatemethod.AppTest,2,1,0
com.iluwatar.twin.GameItem,2,3,3
com.iluwatar.lazy.loading.App,5,1,0
com.iluwatar.doublebuffer.App,6,4,1
com.iluwatar.abstractdocument.domain.Car,4,1,0
com.iluwatar.callback.Callback,0,1,0
com.iluwatar.saga.orchestration.ChapterResult,4,5,4
com.iluwatar.gateway.Gateway,0,1,0
com.iluwatar.poison.pill.MqPublishPoint,1,1,0
com.iluwatar.gateway.AppTest,7,9,0
com.iluwatar.multiton.NazgulTest,3,2,0
com.iluwatar.bridge.SwordTest,4,1,0
com.iluwatar.data.locality.game.component.manager.PhysicsComponentManager,3,5,0
com.iluwatar.caching.database.DbManagerFactory,3,3,1
com.iluwatar.filterer.threat.SimpleProbabilisticThreatAwareSystemTest,6,2,0
com.iluwatar.idempotentconsumer.RequestService,5,7,0
com.iluwatar.caching.App,6,10,1
com.iluwatar.leaderelection.MessageManager,0,4,6
com.iluwatar.strangler.OldArithmetic,3,3,0
com.iluwatar.visitor.SoldierVisitor,5,3,3
com.iluwatar.activeobject.App,4,5,1
com.iluwatar.data.locality.game.component.AiComponent,2,2,1
com.iluwatar.contect.object.ServiceContextTest,6,4,0
com.iluwatar.flyweight.Potion,0,1,0
com.iluwatar.model.view.controller.GiantControllerTest,7,7,6
com.iluwatar.fluentinterface.fluentiterable.lazy.LazyFluentIterableTest,3,1,0
com.iluwatar.factorykit.Bow,1,1,0
com.iluwatar.spatialpartition.QuadTreeTest,6,4,3
com.iluwatar.featuretoggle.pattern.tieredversion.TieredFeatureToggleVersion,3,3,1
