class,cbo,wmc,lcom
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_group_concat_2,8,1,0
com.alibaba.druid.sql.parser.DeallocatePrepareTest,4,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_138_ads_minus,5,1,0
com.alibaba.druid.sql.dialect.odps.ast.OdpsObjectImpl,5,3,3
com.alibaba.druid.bvt.pool.DruidDataSourceTest9_phyMaxUseCount,3,6,0
com.alibaba.druid.sql.dialect.db2.ast.DB2IntermediateResultTableSource$Type,0,0,0
com.alibaba.druid.bvt.utils.JdbcUtilsTest1,3,4,6
org.springframework.samples.petclinic.vet.VetRepository,6,2,1
com.alibaba.druid.bvt.sql.mysql.createTable.MySqlCreateTableTest147_fulltext3,4,4,6
com.alibaba.druid.bvt.pool.DruidDataSourceTest3$Anonymous1,2,2,0
com.alibaba.druid.bvt.sql.mysql.createTable.MySqlCreateTableTest147_fulltext2,4,1,0
com.alibaba.druid.bvt.pool.DruidDataSourceTest3$Anonymous2,0,2,0
com.alibaba.druid.bvt.pool.DruidDataSourceTest3$Anonymous3,0,2,0
com.alibaba.druid.sql.dialect.bigquery.BQ,1,0,0
com.alibaba.druid.sql.dialect.mysql.ast.statement.MySqlSelectQueryBlock,9,85,246
com.alibaba.druid.proxy.DruidDriverMBean,0,8,28
com.alibaba.druid.sql.dialect.sqlserver.visitor.SQLServerSchemaStatVisitor,12,10,45
com.alibaba.druid.bvt.pool.UsingDefaultLockModeBenchmarkTest,17,6,0
com.alibaba.druid.mock.MockStatement,6,15,0
com.alibaba.druid.sql.dialect.oracle.ast.stmt.OracleSetTransactionStatement,4,8,11
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest39_ann,2,1,0
com.alibaba.druid.bvt.sql.eval.EvalMethodTest_mid,1,1,0
com.alibaba.druid.bvt.sql.oracle.create.OracleCreateProcedureTest4,5,2,0
com.alibaba.druid.sql.dialect.postgresql.ast.stmt.PGSelectQueryBlock,10,13,35
com.alibaba.druid.bvt.sql.oracle.create.OracleCreateProcedureTest5,4,1,0
com.alibaba.druid.bvt.sql.oracle.create.OracleCreateProcedureTest6,4,1,0
com.alibaba.druid.bvt.sql.oracle.create.OracleCreateProcedureTest7,4,1,0
com.alibaba.druid.sql.visitor.functions.Substring,6,36,1
com.alibaba.druid.bvt.sql.oracle.create.OracleCreateProcedureTest1,5,4,1
com.alibaba.druid.bvt.sql.oracle.create.OracleCreateProcedureTest2,5,2,0
com.alibaba.druid.bvt.sql.oracle.create.OracleCreateProcedureTest3,5,2,0
com.alibaba.druid.test.util.OracleMockConnectionJdbc3,3,3,3
com.alibaba.druid.bvt.filter.wall.sqlserver.SQLServerWallPermitTableTest,1,2,1
com.alibaba.druid.bvt.sql.mysql.param.ParseUtil,11,23,60
com.alibaba.druid.bvt.sql.oracle.block.OracleBlockTest18,4,2,0
com.alibaba.druid.bvt.sql.oracle.block.OracleBlockTest19,3,2,0
com.alibaba.druid.bvt.sql.mysql.create.MySqlCreateFullTextAnalyzerTest,3,7,21
com.alibaba.druid.bvt.sql.oracle.create.OracleCreateTriggerTest6,4,1,0
com.alibaba.druid.bvt.sql.oracle.create.OracleCreateTriggerTest5,4,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_19,4,1,0
com.alibaba.druid.proxy.jdbc.StatementExecuteType,0,0,0
com.alibaba.druid.bvt.filter.wall.WallAllowSelectAllColumnTest,2,4,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_15,8,1,0
com.alibaba.druid.sql.ast.expr.SQLRealExpr,5,19,6
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_16,11,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_17,4,2,1
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_18,5,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_22,4,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_24,4,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_210_union,4,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_25,4,1,0
com.alibaba.druid.sql.dialect.spark.ast.SparkCreateTableStatement,8,15,46
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_20,5,1,0
com.alibaba.druid.bvt.pool.DruidDataSourceTest_getPoolingPeakTime,2,3,0
com.alibaba.druid.bvt.pool.exception.OracleExceptionSorterTest_concurrent,4,4,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_21,4,2,1
com.alibaba.druid.sql.dialect.h2.parser.H2SelectParser,4,4,6
com.alibaba.druid.bvt.sql.oracle.block.OracleBlockTest12,5,2,0
com.alibaba.druid.bvt.sql.oracle.block.OracleBlockTest13,5,2,0
com.alibaba.druid.sql.dialect.blink.vsitor.BlinkOutputVisitor,6,14,15
com.alibaba.druid.bvt.sql.mysql.create.MySqlCreateViewTest4,7,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_225_reg,3,1,0
com.alibaba.druid.bvt.sql.oracle.block.OracleBlockTest10,5,2,0
com.alibaba.druid.bvt.sql.mysql.create.MySqlCreateViewTest5,7,2,1
com.alibaba.druid.bvt.sql.oracle.block.OracleBlockTest11,5,3,0
com.alibaba.druid.sql.dialect.bigquery.parser.BigQueryLexer,6,80,45
com.alibaba.druid.bvt.sql.mysql.create.MySqlCreateViewTest2,7,1,0
com.alibaba.druid.bvt.sql.oracle.block.OracleBlockTest16,3,2,0
com.alibaba.druid.bvt.sql.PagerUtilsTest_Count_SQLServer_0,1,5,10
com.alibaba.druid.bvt.sql.mysql.create.MySqlCreateViewTest3,7,1,0
com.alibaba.druid.bvt.sql.oracle.block.OracleBlockTest17,3,2,0
com.alibaba.druid.bvt.sql.oracle.block.OracleBlockTest14,5,2,0
com.alibaba.druid.bvt.sql.mysql.create.MySqlCreateViewTest1,7,1,0
com.alibaba.druid.bvt.sql.oracle.block.OracleBlockTest15,4,2,0
org.springframework.samples.petclinic.owner.VisitController,13,6,4
com.alibaba.druid.sql.dialect.mysql.parser.MySqlSelectParser,40,181,105
com.alibaba.druid.util.PGUtils,5,9,2
com.alibaba.druid.sql.ast.SQLDbTypedObject,2,1,0
com.alibaba.druid.sql.dialect.hologres.parser.HologresStatementParser,5,4,6
com.alibaba.druid.sql.dialect.mysql.ast.MySqlObject,2,1,0
com.alibaba.druid.sql.ast.SQLSubPartitionByHash,7,11,0
com.alibaba.druid.pool.vendor.MySqlValidConnectionChecker,4,11,4
com.alibaba.druid.bvt.sql.cobar.DDLParserTest,3,22,231
com.alibaba.druid.bvt.sql.mysql.resolve.ResolveTest_0$SetCatalogVisitor,5,7,1
com.alibaba.druid.sql.dialect.mysql.ast.statement.MySqlExecuteForAdsStatement,5,15,3
com.alibaba.druid.wall.WallUpdateCheckHandler,0,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_11,8,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_12,8,1,0
com.alibaba.druid.bvt.sql.oracle.alter.OracleAlterProcedureTest2,4,1,0
com.alibaba.druid.filter.FilterEventAdapter,9,87,946
com.alibaba.druid.sql.dialect.presto.parser.PrestoStatementParser,38,86,120
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_13,8,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_14,8,1,0
com.alibaba.druid.bvt.sql.mysql.SHOW_COLUMNS_Syntax_Test,5,5,10
com.alibaba.druid.sql.dialect.blink.parser.BlinkLexer,4,4,3
com.alibaba.druid.proxy.jdbc.JdbcParameterDate,1,5,8
com.alibaba.druid.bvt.sql.oracle.block.OracleBlockTest20,4,2,0
com.alibaba.druid.bvt.pool.profile.ProfileEnableTest,3,4,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_10,8,1,0
com.alibaba.druid.bvt.sql.oracle.select.OracleSelectTest119_bigand,4,4,1
com.alibaba.druid.sql.ast.statement.SQLNullConstraint,4,3,3
com.alibaba.druid.sql.dialect.sqlserver.visitor.MSSQLServerExportParameterVisitor,9,17,13
com.alibaba.druid.bvt.sql.oracle.create.OracleCreateTriggerTest4,4,1,0
com.alibaba.druid.bvt.sql.oracle.create.OracleCreateTriggerTest3,4,1,0
com.alibaba.druid.bvt.sql.oracle.select.OracleSelectTest88_bindvar,5,1,0
com.alibaba.druid.bvt.sql.mysql.alter.MySqlAlterTable_refactor_test,3,2,1
com.alibaba.druid.bvt.sql.oracle.block.OracleBlockTest21,4,2,0
com.alibaba.druid.bvt.sql.oracle.create.OracleCreateTriggerTest2,4,1,0
com.alibaba.druid.wall.spi.PGWallVisitor,15,10,21
com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallDescribteTest,2,2,1
com.alibaba.druid.sql.ast.statement.SQLAlterTableGroupStatement,8,8,9
com.alibaba.druid.bvt.sql.oracle.select.OracleSelectTest81_join_brace,4,1,0
com.alibaba.druid.bvt.sql.hive.HiveUtilsTest,1,1,0
com.alibaba.druid.util.jdbc.ResultSetMetaDataBase$ColumnMetaData,0,40,740
com.alibaba.druid.sql.dialect.mysql.ast.statement.MySqlShowDdlStatusStatement,6,8,3
com.alibaba.druid.benckmark.pool.CaseKylin_mysql_idle_2$Anonymous1,0,3,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_11,2,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_10,6,3,0
com.alibaba.druid.sql.dialect.oracle.parser.OracleSelectParserUnpivotTest,6,11,55
com.alibaba.druid.support.http.DruidWebSecurityProvider,1,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_13,2,1,0
com.alibaba.druid.sql.dialect.oracle.ast.clause.OracleStorageClause$FlashCacheType,0,0,0
com.alibaba.druid.bvt.pool.exception.OracleExceptionSorterTest_stmt_getMoreResults,6,5,0
com.alibaba.druid.sql.dialect.bigquery.ast.BigQuerySelectQueryBlock$DifferentialPrivacy,7,12,0
com.alibaba.druid.bvt.spring.SqlMapClientWrapperTest$Anonymous1,0,1,0
com.alibaba.druid.bvt.spring.SqlMapClientWrapperTest$Anonymous2,0,1,0
com.alibaba.druid.bvt.sql.odps.OdpsLexerTest,2,9,21
com.alibaba.druid.sql.ast.statement.SQLAlterTableChangeOwner,6,5,4
com.alibaba.druid.sql.dialect.mysql.ast.clause.MySqlExplainType,0,0,0
com.alibaba.druid.sql.ast.expr.SQLCaseExpr$Item,6,31,0
com.alibaba.druid.bvt.proxy.LogFilterTest$Anonymous7,1,4,3
com.alibaba.druid.bvt.proxy.LogFilterTest$Anonymous6,1,1,0
com.alibaba.druid.mysql.MySql_Connect_test,1,5,3
com.alibaba.druid.bvt.bug.Issue1912,5,1,0
com.mchange.v2.c3p0.PooledDataSource,0,0,0
com.alibaba.druid.bvt.proxy.LogFilterTest$Anonymous1,0,6,15
com.alibaba.druid.sql.ast.statement.SQLInsertStatement$ValuesClause,6,23,18
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_20,5,1,0
com.alibaba.druid.bvt.proxy.LogFilterTest$Anonymous5,0,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_22,5,1,0
com.alibaba.druid.bvt.proxy.LogFilterTest$Anonymous4,1,4,3
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_21,5,1,0
com.alibaba.druid.bvt.proxy.LogFilterTest$Anonymous3,1,2,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_24,5,1,0
com.alibaba.druid.bvt.proxy.LogFilterTest$Anonymous2,0,6,15
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_23,5,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_15,2,1,0
com.alibaba.druid.sql.ast.expr.SQLGroupingSetExpr,7,17,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_14,2,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_17,6,2,0
com.alibaba.druid.sql.ast.statement.SQLShowQueryTaskStatement,8,20,47
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_16,6,2,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_19,5,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_18,5,1,0
com.alibaba.druid.sql.ast.SQLHint,2,1,0
com.alibaba.druid.bvt.pool.DruidConnectionHolderTest,4,8,0
com.alibaba.druid.pool.TestOraclePreparedStatement,3,6,0
com.alibaba.druid.sql.parser.EOFParserException,1,1,0
com.alibaba.druid.wall.spi.OracleWallVisitor,12,14,28
com.alibaba.druid.bvt.sql.oracle.select.OracleSelectTest63_with_recursive,4,1,0
com.alibaba.druid.sql.ast.statement.SQLLeaveStatement,2,1,0
com.alibaba.druid.proxy.DruidDriver$Anonymous1,1,1,0
com.alibaba.druid.sql.ast.statement.SQLBuildTableStatement,5,10,20
com.alibaba.druid.sql.ast.statement.SQLPurgeRecyclebinStatement,4,3,3
com.alibaba.druid.sql.dialect.mysql.ast.statement.MySqlRenameTableStatement,5,5,0
com.alibaba.druid.bvt.sql.oracle.OracleSQLParserResourceTest,4,7,3
com.alibaba.druid.sql.repository.SchemaResolveVisitorFactory$SQLServerResolveVisitor,14,15,41
com.alibaba.druid.bvt.sql.gaussdb.GaussDbResourceTest,2,2,1
com.alibaba.druid.sql.dialect.redshift.stmt.RedshiftColumnConstraint,4,4,6
com.alibaba.druid.bvt.sql.EqualTest_exists,3,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_31,5,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_30,5,1,0
com.alibaba.druid.bvt.filter.FilterChainImplTest2$Anonymous1,0,0,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_33,5,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_32,5,1,0
com.alibaba.druid.sql.dialect.doris.parser.DorisCreateTableParser,2,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_35,5,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_34,5,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_26,5,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_25,5,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_28,5,1,0
com.alibaba.druid.sql.dialect.oracle.ast.stmt.OracleAlterTablespaceItem,1,0,0
com.alibaba.druid.bvt.proxy.Log4jFilterTest$FakeLogger,2,3,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_27,5,1,0
com.alibaba.druid.bvt.proxy.AllStatisticTest,3,11,0
com.alibaba.druid.bvt.sql.mysql.issues.Issue5381,7,3,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_29,5,1,0
com.alibaba.druid.admin.model.dto.WebResult,4,0,0
com.alibaba.druid.bvt.sql.mysql.DropUserTest,4,2,0
com.alibaba.druid.pool.ConcurrentTest2,2,3,0
com.alibaba.druid.sql.dialect.gaussdb.parser.GaussDbExprParser,17,33,28
com.alibaba.druid.bvt.utils.JdbcUtilsTest_for_odps,1,2,1
com.alibaba.druid.sql.parser.Lexer,20,571,3660
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_40,6,1,0
com.alibaba.druid.bvt.pool.DruidDataSourceTest_testOnWhileIdleFailed$Anonymous1,0,3,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_42,6,1,0
com.alibaba.druid.sql.dialect.mysql.ast.MySqlHint,2,0,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_41,6,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_44,6,1,0
com.alibaba.druid.bvt.sql.oracle.create.OracleCreateIndexTest10_function,4,1,0
com.alibaba.druid.sql.parser.SqlserverAlterTest,8,16,6
com.alibaba.druid.sql.dialect.odps.ast.OdpsCountStatement,7,8,3
com.alibaba.druid.bvt.filter.wall.WallSelectIntoTest,1,2,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_43,10,4,1
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_46,5,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_45,5,1,0
com.alibaba.druid.bvt.sql.odps.OdpsSelectTest_mapjoin,1,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_37,5,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_36,5,1,0
org.apache.commons.dbcp.BasicDataSourceMBean,1,0,0
com.alibaba.druid.bvt.pool.DruidDataSourceTest_autocommit2$Anonymous1,2,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_39,6,1,0
com.alibaba.druid.bvt.sql.refactor.ClearSchema_0$Anonymous1,2,2,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_38,5,1,0
com.alibaba.druid.bvt.pool.exception.OracleExceptionSorterTest_setSavepointWithName,6,6,0
com.alibaba.druid.sql.ast.statement.SQLInsertInto,12,50,373
com.alibaba.druid.sql.parser.InsertColumnsCache,3,8,0
com.alibaba.druid.bvt.sql.db2.DB2TruncateTest2,5,1,0
com.alibaba.druid.DruidRuntimeException,0,4,6
com.alibaba.druid.sql.ast.SQLParameter,9,39,290
com.alibaba.druid.sql.dialect.oracle.ast.stmt.OracleCreateTableStatement$Organization,9,16,68
com.alibaba.druid.bvt.bug.Issue_685,3,1,0
com.alibaba.druid.bvt.filter.wall.TenantSelectTest2,5,3,0
com.alibaba.druid.bvt.sql.db2.DB2TruncateTest4,5,1,0
com.alibaba.druid.bvt.sql.db2.DB2TruncateTest3,5,1,0
MavenWrapperDownloader$Anonymous1,0,1,0
com.alibaba.druid.bvt.filter.wall.TenantSelectTest4,5,3,0
com.alibaba.druid.sql.ast.statement.SQLUpdateSetItem,8,33,0
com.alibaba.druid.bvt.filter.wall.TenantSelectTest3,5,3,1
com.alibaba.druid.bvt.sql.db2.DB2TruncateTest5,5,1,0
com.alibaba.druid.bvt.pool.exception.OracleExceptionSorterTest_closeConnectFailedDatasource$Anonymous1,0,2,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_212_alias,3,2,1
com.alibaba.druid.pool.vendor.DB2ExceptionSorter,1,13,1
com.alibaba.druid.sql.ast.statement.SQLAlterViewRenameStatement,6,11,3
com.alibaba.druid.sql.dialect.oscar.ast.expr.OscarExpr,2,0,0
com.alibaba.druid.bvt.pool.MaxWaitTest,4,4,0
com.alibaba.druid.bvt.sql.odps.OdpsMultiInsertTest,8,3,3
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_plus_sub_comment,5,26,190
com.alibaba.druid.bvt.pool.HoldableUnsupportTest,4,5,0
com.alibaba.druid.sql.ast.statement.SQLValuesTableSource,10,22,19
com.alibaba.druid.sql.dialect.mysql.parser.MySqlCreateTableParser,47,317,91
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_55,5,1,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableAddUniqueTest,6,1,0
com.alibaba.druid.sql.dialect.db2.visitor.DB2OutputVisitor,17,72,66
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_57,5,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_56,6,3,1
com.alibaba.druid.pool.PreparedStatementPool$LRUCache,4,4,1
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_127,3,1,0
com.alibaba.druid.sql.dialect.oracle.ast.stmt.OracleExplainStatement,6,9,16
com.alibaba.druid.sql.dialect.odps.parser.OdpsExprParser,33,198,406
com.alibaba.druid.bvt.pool.exception.OracleExceptionSorterTest_stmt_executeBatch,6,5,0
com.alibaba.druid.wall.WallUtils,7,10,45
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_122,4,1,0
com.alibaba.druid.bvt.bug.Issue_697,1,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_121,4,1,0
com.alibaba.druid.support.logging.Log,0,16,120
com.alibaba.druid.bvt.pool.DruidDataSourceTest_createError,3,4,0
com.alibaba.druid.bvt.pool.UsingUnfairLockBenchmarkTest$SlowDriver,2,2,0
com.alibaba.druid.bvt.sql.DistinctTest,2,5,0
com.alibaba.druid.sql.dialect.mysql.ast.statement.MySqlFlashbackStatement,3,8,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_62,1,1,0
com.alibaba.druid.bvt.pool.TestDisable$Anonymous1,0,3,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_61,1,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_64,1,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_63,1,3,3
com.alibaba.druid.bvt.sql.mysql.createTable.MySqlCreateTableTest158_asselect,3,8,21
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_66,1,1,0
com.alibaba.druid.sql.dialect.oscar.ast.stmt.OscarInsertStatement,12,36,267
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_65,1,1,0
com.alibaba.druid.bvt.sql.odps.OdpsShowGrantsTest,3,2,1
com.alibaba.druid.bvt.pool.TestDisable$Anonymous2,0,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_68,1,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_67,1,1,0
com.alibaba.druid.demo.sql.Issue2038$Anonymous1,2,2,1
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_58,2,2,0
com.alibaba.druid.pool.Case0,2,3,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_117,4,1,0
com.alibaba.druid.bvt.proxy.BatchReadTest,3,13,0
com.alibaba.druid.bvt.sql.hive.HiveSetTest_1,3,6,6
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_114,4,1,0
com.alibaba.druid.pool.Case3,2,1,0
com.alibaba.druid.sql.dialect.blink.ast.BlinkCreateTableStatement,2,4,1
com.alibaba.druid.support.profile.ProfileEntryStatValue,1,11,45
com.alibaba.druid.sql.parser.SQLType,0,0,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_110,4,1,0
com.alibaba.druid.bvt.log.LoggerTest,3,4,0
com.alibaba.druid.sql.ast.statement.SQLAlterSequenceStatement,10,49,657
com.alibaba.druid.sql.ast.statement.SQLDropOutlineStatement,6,11,14
com.alibaba.druid.sql.dialect.oracle.ast.stmt.OracleCreateIndexStatement,12,56,1365
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest_addFk,5,1,0
com.alibaba.druid.postgresql.PGUpsertTest,3,1,0
com.alibaba.druid.sql.dialect.oracle.ast.stmt.OracleSelectQueryBlock,11,19,37
com.alibaba.druid.bvt.sql.eval.EvalMethodCeilTest,1,5,3
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_71,1,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_70,1,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_68_mariadb_cte,5,1,0
com.alibaba.druid.sql.dialect.mysql.ast.expr.MySqlOrderingExpr,7,26,0
com.alibaba.druid.bvt.filter.wall.LikeTest,1,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_73,1,1,0
com.alibaba.druid.sql.dialect.db2.parser.DB2StatementParserTest,3,2,0
com.alibaba.druid.sql.dialect.mysql.ast.statement.MysqlAlterTableAlterCheck,5,7,6
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_72,1,1,0
com.alibaba.druid.sql.dialect.mysql.ast.MySqlIgnoreIndexHint,3,3,1
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_74,3,2,1
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_168_int,3,10,45
com.alibaba.druid.bvt.filter.wall.WallStatTest_select_into,7,6,3
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_77,1,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_76,1,2,1
com.alibaba.druid.pvt.pool.PSCacheTest5,3,4,0
com.alibaba.druid.sql.ast.statement.SQLAlterTableSubpartitionAvailablePartitionNum,4,5,0
com.alibaba.druid.bvt.sql.mysql.create.MySqlCreateTable_showColumns_test_2,3,1,0
com.alibaba.druid.sql.dialect.odps.ast.OdpsAddTableStatement,9,17,60
com.alibaba.druid.bvt.sql.mysql.create.MySqlCreateTable_showColumns_test_3,3,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_69,3,2,1
com.alibaba.druid.sql.dialect.mysql.ast.statement.MySqlAlterTableImportTablespace,6,3,1
com.alibaba.druid.bvt.filter.MySQL8DateTimeSqlTypeFilterTest,7,3,0
com.alibaba.druid.bvt.filter.StatFilterOpenInputStreamCountTest2,4,4,0
com.alibaba.druid.sql.repository.Schema,18,84,254
com.alibaba.druid.bvt.sql.mysql.create.MySqlCreateTable_showColumns_test_4,3,1,0
com.alibaba.druid.bvt.bug.Bug_for_qianbi,4,2,0
com.alibaba.druid.sql.dialect.oracle.ast.stmt.OracleStatementImpl,5,4,6
com.alibaba.druid.bvt.proxy.CounterFilterTest,9,4,3
com.alibaba.druid.pvt.pool.AsyncCloseTest$Anonymous1,1,2,0
com.alibaba.druid.bvt.filter.wall.BitwiseXorTest,2,2,1
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_80,2,3,3
com.alibaba.druid.sql.ast.statement.SQLInsertStatement,9,18,79
com.alibaba.druid.sql.ast.expr.SQLSequenceExpr$Function,0,1,0
com.alibaba.druid.bvt.pool.TimeBetweenLogStatsMillisTest,2,3,0
com.alibaba.druid.bvt.sql.odps.OdpsAlterTableSetLifecycle,1,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_plus_ques,3,1,0
com.alibaba.druid.bvt.sql.mysql.SQLUtilsAddConditionTest,1,6,15
com.alibaba.druid.sql.dialect.h2.parser.H2StatementParser,16,18,28
com.alibaba.druid.bvt.sql.eval.EvalTest,1,8,28
com.alibaba.druid.sql.ast.statement.SQLDropFunctionStatement,9,15,44
com.alibaba.druid.sql.dialect.mysql.ast.statement.SQLListResourceGroupStatement,3,1,0
com.alibaba.druid.bvt.sql.mysql.create.MySqlCreateViewTest,7,1,0
com.alibaba.druid.bvt.sql.mysql.MiscellaneousFunctionsTest,5,5,10
com.alibaba.druid.benckmark.proxy.DirectSQLExecutor,2,11,1
